,campus,building,room,time,associated,authenticated
9,Belfield,Computer Science,B002,Mon Nov 02 21:00:00,0,0
21,Belfield,Computer Science,B002,Mon Nov 02 22:00:00,0,0
22,Belfield,Computer Science,B002,Mon Nov 02 22:00:00,0,0
38,Belfield,Computer Science,B002,Mon Nov 02 23:00:00,0,0
49,Belfield,Computer Science,B002,Tue Nov 03 00:00:00,0,0
61,Belfield,Computer Science,B002,Tue Nov 03 01:00:00,0,0
73,Belfield,Computer Science,B002,Tue Nov 03 02:00:00,0,0
97,Belfield,Computer Science,B002,Tue Nov 03 04:00:00,0,0
109,Belfield,Computer Science,B002,Tue Nov 03 05:00:00,0,0
121,Belfield,Computer Science,B002,Tue Nov 03 06:00:00,0,0
132,Belfield,Computer Science,B002,Tue Nov 03 07:00:00,0,0
144,Belfield,Computer Science,B002,Tue Nov 03 08:00:00,0,0
156,Belfield,Computer Science,B002,Tue Nov 03 09:00:00,0,0
167,Belfield,Computer Science,B002,Tue Nov 03 10:00:00,29,29
179,Belfield,Computer Science,B002,Tue Nov 03 11:00:00,29,29
190,Belfield,Computer Science,B002,Tue Nov 03 12:00:00,21,21
202,Belfield,Computer Science,B002,Tue Nov 03 13:00:00,11,11
213,Belfield,Computer Science,B002,Tue Nov 03 14:00:00,47,47
225,Belfield,Computer Science,B002,Tue Nov 03 15:00:00,47,47
236,Belfield,Computer Science,B002,Tue Nov 03 16:00:00,36,35
248,Belfield,Computer Science,B002,Tue Nov 03 17:00:00,35,35
260,Belfield,Computer Science,B002,Tue Nov 03 18:00:00,11,11
272,Belfield,Computer Science,B002,Tue Nov 03 19:00:00,0,0
284,Belfield,Computer Science,B002,Tue Nov 03 20:00:00,0,0
296,Belfield,Computer Science,B002,Tue Nov 03 21:00:00,0,0
308,Belfield,Computer Science,B002,Tue Nov 03 22:00:00,0,0
320,Belfield,Computer Science,B002,Tue Nov 03 23:00:00,0,0
331,Belfield,Computer Science,B002,Wed Nov 04 00:00:00,0,0
343,Belfield,Computer Science,B002,Wed Nov 04 01:00:00,0,0
355,Belfield,Computer Science,B002,Wed Nov 04 02:00:00,0,0
367,Belfield,Computer Science,B002,Wed Nov 04 03:00:00,0,0
379,Belfield,Computer Science,B002,Wed Nov 04 04:00:00,0,0
391,Belfield,Computer Science,B002,Wed Nov 04 05:00:00,0,0
415,Belfield,Computer Science,B002,Wed Nov 04 07:00:00,0,0
426,Belfield,Computer Science,B002,Wed Nov 04 08:00:00,1,1
438,Belfield,Computer Science,B002,Wed Nov 04 09:00:00,15,15
449,Belfield,Computer Science,B002,Wed Nov 04 10:00:00,11,11
460,Belfield,Computer Science,B002,Wed Nov 04 11:00:00,6,6
472,Belfield,Computer Science,B002,Wed Nov 04 12:00:00,35,35
483,Belfield,Computer Science,B002,Wed Nov 04 13:00:00,23,23
495,Belfield,Computer Science,B002,Wed Nov 04 14:00:00,23,23
506,Belfield,Computer Science,B002,Wed Nov 04 15:00:00,5,5
518,Belfield,Computer Science,B002,Wed Nov 04 16:00:00,15,15
529,Belfield,Computer Science,B002,Wed Nov 04 17:00:00,16,16
541,Belfield,Computer Science,B002,Wed Nov 04 18:00:00,3,3
553,Belfield,Computer Science,B002,Wed Nov 04 19:00:00,0,0
565,Belfield,Computer Science,B002,Wed Nov 04 20:00:00,0,0
577,Belfield,Computer Science,B002,Wed Nov 04 21:00:00,0,0
588,Belfield,Computer Science,B002,Wed Nov 04 22:00:00,0,0
600,Belfield,Computer Science,B002,Wed Nov 04 23:00:00,0,0
612,Belfield,Computer Science,B002,Thu Nov 05 00:00:00,0,0
623,Belfield,Computer Science,B002,Thu Nov 05 01:00:00,0,0
635,Belfield,Computer Science,B002,Thu Nov 05 02:00:00,0,0
647,Belfield,Computer Science,B002,Thu Nov 05 03:00:00,0,0
659,Belfield,Computer Science,B002,Thu Nov 05 04:00:00,0,0
671,Belfield,Computer Science,B002,Thu Nov 05 05:00:00,0,0
683,Belfield,Computer Science,B002,Thu Nov 05 06:00:00,0,0
695,Belfield,Computer Science,B002,Thu Nov 05 07:00:00,0,0
706,Belfield,Computer Science,B002,Thu Nov 05 08:00:00,0,0
718,Belfield,Computer Science,B002,Thu Nov 05 09:00:00,0,0
729,Belfield,Computer Science,B002,Thu Nov 05 10:00:00,34,34
741,Belfield,Computer Science,B002,Thu Nov 05 11:00:00,34,34
751,Belfield,Computer Science,B002,Thu Nov 05 12:00:00,21,21
763,Belfield,Computer Science,B002,Thu Nov 05 13:00:00,9,9
774,Belfield,Computer Science,B002,Thu Nov 05 14:00:00,34,34
786,Belfield,Computer Science,B002,Thu Nov 05 15:00:00,46,46
798,Belfield,Computer Science,B002,Thu Nov 05 16:00:00,43,43
810,Belfield,Computer Science,B002,Thu Nov 05 17:00:00,16,15
822,Belfield,Computer Science,B002,Thu Nov 05 18:00:00,9,9
834,Belfield,Computer Science,B002,Thu Nov 05 19:00:00,0,0
846,Belfield,Computer Science,B002,Thu Nov 05 20:00:00,0,0
858,Belfield,Computer Science,B002,Thu Nov 05 21:00:00,0,0
870,Belfield,Computer Science,B002,Thu Nov 05 22:00:00,0,0
882,Belfield,Computer Science,B002,Thu Nov 05 23:00:00,0,0
894,Belfield,Computer Science,B002,Fri Nov 06 00:00:00,0,0
905,Belfield,Computer Science,B002,Fri Nov 06 01:00:00,0,0
917,Belfield,Computer Science,B002,Fri Nov 06 02:00:00,0,0
918,Belfield,Computer Science,B002,Fri Nov 06 02:00:00,0,0
929,Belfield,Computer Science,B002,Fri Nov 06 03:00:00,0,0
941,Belfield,Computer Science,B002,Fri Nov 06 04:00:00,0,0
953,Belfield,Computer Science,B002,Fri Nov 06 05:00:00,0,0
965,Belfield,Computer Science,B002,Fri Nov 06 06:00:00,0,0
977,Belfield,Computer Science,B002,Fri Nov 06 07:00:00,0,0
989,Belfield,Computer Science,B002,Fri Nov 06 08:00:00,0,0
1001,Belfield,Computer Science,B002,Fri Nov 06 09:00:00,3,3
1013,Belfield,Computer Science,B002,Fri Nov 06 10:00:00,3,3
1025,Belfield,Computer Science,B002,Fri Nov 06 11:00:00,13,13
1036,Belfield,Computer Science,B002,Fri Nov 06 12:00:00,11,11
1048,Belfield,Computer Science,B002,Fri Nov 06 13:00:00,10,10
1059,Belfield,Computer Science,B002,Fri Nov 06 14:00:00,30,30
1071,Belfield,Computer Science,B002,Fri Nov 06 15:00:00,43,42
1083,Belfield,Computer Science,B002,Fri Nov 06 16:00:00,21,21
1095,Belfield,Computer Science,B002,Fri Nov 06 17:00:00,19,19
1107,Belfield,Computer Science,B002,Fri Nov 06 18:00:00,6,6
1119,Belfield,Computer Science,B002,Fri Nov 06 19:00:00,0,0
1131,Belfield,Computer Science,B002,Fri Nov 06 20:00:00,0,0
1143,Belfield,Computer Science,B002,Fri Nov 06 21:00:00,0,0
1155,Belfield,Computer Science,B002,Fri Nov 06 22:00:00,0,0
1167,Belfield,Computer Science,B002,Fri Nov 06 23:00:00,0,0
1179,Belfield,Computer Science,B002,Sat Nov 07 00:00:00,0,0
1190,Belfield,Computer Science,B002,Sat Nov 07 01:00:00,0,0
1202,Belfield,Computer Science,B002,Sat Nov 07 02:00:00,0,0
1214,Belfield,Computer Science,B002,Sat Nov 07 03:00:00,0,0
1226,Belfield,Computer Science,B002,Sat Nov 07 04:00:00,0,0
1238,Belfield,Computer Science,B002,Sat Nov 07 05:00:00,0,0
1250,Belfield,Computer Science,B002,Sat Nov 07 06:00:00,0,0
1262,Belfield,Computer Science,B002,Sat Nov 07 07:00:00,0,0
1274,Belfield,Computer Science,B002,Sat Nov 07 08:00:00,0,0
1285,Belfield,Computer Science,B002,Sat Nov 07 09:00:00,0,0
1297,Belfield,Computer Science,B002,Sat Nov 07 10:00:00,0,0
1309,Belfield,Computer Science,B002,Sat Nov 07 11:00:00,0,0
1321,Belfield,Computer Science,B002,Sat Nov 07 12:00:00,0,0
1333,Belfield,Computer Science,B002,Sat Nov 07 13:00:00,0,0
1344,Belfield,Computer Science,B002,Sat Nov 07 14:00:00,0,0
1345,Belfield,Computer Science,B002,Sat Nov 07 14:00:00,0,0
1356,Belfield,Computer Science,B002,Sat Nov 07 15:00:00,0,0
1368,Belfield,Computer Science,B002,Sat Nov 07 16:00:00,0,0
1380,Belfield,Computer Science,B002,Sat Nov 07 17:00:00,0,0
1392,Belfield,Computer Science,B002,Sat Nov 07 18:00:00,0,0
1404,Belfield,Computer Science,B002,Sat Nov 07 19:00:00,0,0
1416,Belfield,Computer Science,B002,Sat Nov 07 20:00:00,0,0
1428,Belfield,Computer Science,B002,Sat Nov 07 21:00:00,0,0
1440,Belfield,Computer Science,B002,Sat Nov 07 22:00:00,0,0
1452,Belfield,Computer Science,B002,Sat Nov 07 23:00:00,0,0
1464,Belfield,Computer Science,B002,Sun Nov 08 00:00:00,0,0
1476,Belfield,Computer Science,B002,Sun Nov 08 01:00:00,0,0
1488,Belfield,Computer Science,B002,Sun Nov 08 02:00:00,0,0
1500,Belfield,Computer Science,B002,Sun Nov 08 03:00:00,0,0
1511,Belfield,Computer Science,B002,Sun Nov 08 04:00:00,0,0
1523,Belfield,Computer Science,B002,Sun Nov 08 05:00:00,0,0
1535,Belfield,Computer Science,B002,Sun Nov 08 06:00:00,0,0
1547,Belfield,Computer Science,B002,Sun Nov 08 07:00:00,0,0
1559,Belfield,Computer Science,B002,Sun Nov 08 08:00:00,0,0
1571,Belfield,Computer Science,B002,Sun Nov 08 09:00:00,0,0
1583,Belfield,Computer Science,B002,Sun Nov 08 10:00:00,0,0
1595,Belfield,Computer Science,B002,Sun Nov 08 11:00:00,0,0
1607,Belfield,Computer Science,B002,Sun Nov 08 12:00:00,0,0
1619,Belfield,Computer Science,B002,Sun Nov 08 13:00:00,0,0
1630,Belfield,Computer Science,B002,Sun Nov 08 14:00:00,0,0
1631,Belfield,Computer Science,B002,Sun Nov 08 14:00:00,0,0
1643,Belfield,Computer Science,B002,Sun Nov 08 15:00:00,0,0
1666,Belfield,Computer Science,B002,Sun Nov 08 17:00:00,0,0
1678,Belfield,Computer Science,B002,Sun Nov 08 18:00:00,0,0
1690,Belfield,Computer Science,B002,Sun Nov 08 19:00:00,0,0
1702,Belfield,Computer Science,B002,Sun Nov 08 20:00:00,0,0
1714,Belfield,Computer Science,B002,Sun Nov 08 21:00:00,0,0
1726,Belfield,Computer Science,B002,Sun Nov 08 22:00:00,0,0
1737,Belfield,Computer Science,B002,Sun Nov 08 23:00:00,0,0
1748,Belfield,Computer Science,B002,Mon Nov 09 00:00:00,0,0
1760,Belfield,Computer Science,B002,Mon Nov 09 01:00:00,0,0
1772,Belfield,Computer Science,B002,Mon Nov 09 02:00:00,0,0
1784,Belfield,Computer Science,B002,Mon Nov 09 03:00:00,0,0
1796,Belfield,Computer Science,B002,Mon Nov 09 04:00:00,0,0
1808,Belfield,Computer Science,B002,Mon Nov 09 05:00:00,0,0
1820,Belfield,Computer Science,B002,Mon Nov 09 06:00:00,1,1
1832,Belfield,Computer Science,B002,Mon Nov 09 07:00:00,0,0
1844,Belfield,Computer Science,B002,Mon Nov 09 08:00:00,0,0
1855,Belfield,Computer Science,B002,Mon Nov 09 09:00:00,14,14
1867,Belfield,Computer Science,B002,Mon Nov 09 10:00:00,17,16
1878,Belfield,Computer Science,B002,Mon Nov 09 11:00:00,5,5
1890,Belfield,Computer Science,B002,Mon Nov 09 12:00:00,15,15
1901,Belfield,Computer Science,B002,Mon Nov 09 13:00:00,37,37
1913,Belfield,Computer Science,B002,Mon Nov 09 14:00:00,11,11
1925,Belfield,Computer Science,B002,Mon Nov 09 15:00:00,9,9
1937,Belfield,Computer Science,B002,Mon Nov 09 16:00:00,76,76
1949,Belfield,Computer Science,B002,Mon Nov 09 17:00:00,53,53
1961,Belfield,Computer Science,B002,Mon Nov 09 18:00:00,21,21
1973,Belfield,Computer Science,B002,Mon Nov 09 19:00:00,6,6
1984,Belfield,Computer Science,B002,Mon Nov 09 20:00:00,0,0
1996,Belfield,Computer Science,B002,Mon Nov 09 21:00:00,0,0
2008,Belfield,Computer Science,B002,Mon Nov 09 22:00:00,0,0
2020,Belfield,Computer Science,B002,Mon Nov 09 23:00:00,0,0
2032,Belfield,Computer Science,B002,Tue Nov 10 00:00:00,0,0
2043,Belfield,Computer Science,B002,Tue Nov 10 01:00:00,0,0
2055,Belfield,Computer Science,B002,Tue Nov 10 02:00:00,0,0
2066,Belfield,Computer Science,B002,Tue Nov 10 03:00:00,0,0
2078,Belfield,Computer Science,B002,Tue Nov 10 04:00:00,0,0
2090,Belfield,Computer Science,B002,Tue Nov 10 05:00:00,0,0
2102,Belfield,Computer Science,B002,Tue Nov 10 06:00:00,0,0
2114,Belfield,Computer Science,B002,Tue Nov 10 07:00:00,0,0
2126,Belfield,Computer Science,B002,Tue Nov 10 08:00:00,0,0
2137,Belfield,Computer Science,B002,Tue Nov 10 09:00:00,1,1
2149,Belfield,Computer Science,B002,Tue Nov 10 10:00:00,24,24
2161,Belfield,Computer Science,B002,Tue Nov 10 11:00:00,20,20
2172,Belfield,Computer Science,B002,Tue Nov 10 12:00:00,35,35
2183,Belfield,Computer Science,B002,Tue Nov 10 13:00:00,6,6
2195,Belfield,Computer Science,B002,Tue Nov 10 14:00:00,46,46
2206,Belfield,Computer Science,B002,Tue Nov 10 15:00:00,41,41
2218,Belfield,Computer Science,B002,Tue Nov 10 16:00:00,34,34
2230,Belfield,Computer Science,B002,Tue Nov 10 17:00:00,15,15
2242,Belfield,Computer Science,B002,Tue Nov 10 18:00:00,2,2
2253,Belfield,Computer Science,B002,Tue Nov 10 19:00:00,1,1
2265,Belfield,Computer Science,B002,Tue Nov 10 20:00:00,0,0
2277,Belfield,Computer Science,B002,Tue Nov 10 21:00:00,0,0
2289,Belfield,Computer Science,B002,Tue Nov 10 22:00:00,0,0
2301,Belfield,Computer Science,B002,Tue Nov 10 23:00:00,0,0
2313,Belfield,Computer Science,B002,Wed Nov 11 00:00:00,0,0
2325,Belfield,Computer Science,B002,Wed Nov 11 01:00:00,0,0
2337,Belfield,Computer Science,B002,Wed Nov 11 02:00:00,0,0
2349,Belfield,Computer Science,B002,Wed Nov 11 03:00:00,0,0
2361,Belfield,Computer Science,B002,Wed Nov 11 04:00:00,0,0
2373,Belfield,Computer Science,B002,Wed Nov 11 05:00:00,0,0
2385,Belfield,Computer Science,B002,Wed Nov 11 06:00:00,0,0
2397,Belfield,Computer Science,B002,Wed Nov 11 07:00:00,0,0
2420,Belfield,Computer Science,B002,Wed Nov 11 09:00:00,11,11
2432,Belfield,Computer Science,B002,Wed Nov 11 10:00:00,9,9
2443,Belfield,Computer Science,B002,Wed Nov 11 11:00:00,11,11
2455,Belfield,Computer Science,B002,Wed Nov 11 12:00:00,40,40
2465,Belfield,Computer Science,B002,Wed Nov 11 13:00:00,21,21
2477,Belfield,Computer Science,B002,Wed Nov 11 14:00:00,15,15
2489,Belfield,Computer Science,B002,Wed Nov 11 15:00:00,30,30
2501,Belfield,Computer Science,B002,Wed Nov 11 16:00:00,24,23
2512,Belfield,Computer Science,B002,Wed Nov 11 17:00:00,23,23
2513,Belfield,Computer Science,B002,Wed Nov 11 17:00:00,24,24
2524,Belfield,Computer Science,B002,Wed Nov 11 18:00:00,5,5
2536,Belfield,Computer Science,B002,Wed Nov 11 19:00:00,1,1
2548,Belfield,Computer Science,B002,Wed Nov 11 20:00:00,1,1
2560,Belfield,Computer Science,B002,Wed Nov 11 21:00:00,0,0
2572,Belfield,Computer Science,B002,Wed Nov 11 22:00:00,0,0
2583,Belfield,Computer Science,B002,Wed Nov 11 23:00:00,0,0
2605,Belfield,Computer Science,B002,Thu Nov 12 01:00:00,0,0
2617,Belfield,Computer Science,B002,Thu Nov 12 02:00:00,0,0
2629,Belfield,Computer Science,B002,Thu Nov 12 03:00:00,0,0
2641,Belfield,Computer Science,B002,Thu Nov 12 04:00:00,0,0
2653,Belfield,Computer Science,B002,Thu Nov 12 05:00:00,0,0
2665,Belfield,Computer Science,B002,Thu Nov 12 06:00:00,1,1
2677,Belfield,Computer Science,B002,Thu Nov 12 07:00:00,0,0
2688,Belfield,Computer Science,B002,Thu Nov 12 08:00:00,2,2
2700,Belfield,Computer Science,B002,Thu Nov 12 09:00:00,6,6
2711,Belfield,Computer Science,B002,Thu Nov 12 10:00:00,28,28
2723,Belfield,Computer Science,B002,Thu Nov 12 11:00:00,31,31
2734,Belfield,Computer Science,B002,Thu Nov 12 12:00:00,17,17
2746,Belfield,Computer Science,B002,Thu Nov 12 13:00:00,5,5
2758,Belfield,Computer Science,B002,Thu Nov 12 14:00:00,31,31
2770,Belfield,Computer Science,B002,Thu Nov 12 15:00:00,59,59
2782,Belfield,Computer Science,B002,Thu Nov 12 16:00:00,62,62
2793,Belfield,Computer Science,B002,Thu Nov 12 17:00:00,32,32
2794,Belfield,Computer Science,B002,Thu Nov 12 17:00:00,24,24
2805,Belfield,Computer Science,B002,Thu Nov 12 18:00:00,4,4
2817,Belfield,Computer Science,B002,Thu Nov 12 19:00:00,0,0
2829,Belfield,Computer Science,B002,Thu Nov 12 20:00:00,0,0
2841,Belfield,Computer Science,B002,Thu Nov 12 21:00:00,0,0
2853,Belfield,Computer Science,B002,Thu Nov 12 22:00:00,0,0
2864,Belfield,Computer Science,B002,Thu Nov 12 23:00:00,0,0
2875,Belfield,Computer Science,B002,Fri Nov 13 00:00:00,0,0
2887,Belfield,Computer Science,B002,Fri Nov 13 01:00:00,0,0
2899,Belfield,Computer Science,B002,Fri Nov 13 02:00:00,0,0
2911,Belfield,Computer Science,B002,Fri Nov 13 03:00:00,0,0
2923,Belfield,Computer Science,B002,Fri Nov 13 04:00:00,0,0
2935,Belfield,Computer Science,B002,Fri Nov 13 05:00:00,0,0
2946,Belfield,Computer Science,B002,Fri Nov 13 06:00:00,1,1
2958,Belfield,Computer Science,B002,Fri Nov 13 07:00:00,0,0
2970,Belfield,Computer Science,B002,Fri Nov 13 08:00:00,0,0
2982,Belfield,Computer Science,B002,Fri Nov 13 09:00:00,5,5
2994,Belfield,Computer Science,B002,Fri Nov 13 10:00:00,5,5
3004,Belfield,Computer Science,B002,Fri Nov 13 11:00:00,13,13
3016,Belfield,Computer Science,B002,Fri Nov 13 12:00:00,15,15
3028,Belfield,Computer Science,B002,Fri Nov 13 13:00:00,12,12
3040,Belfield,Computer Science,B002,Fri Nov 13 14:00:00,20,19
3052,Belfield,Computer Science,B002,Fri Nov 13 15:00:00,18,18
3064,Belfield,Computer Science,B002,Fri Nov 13 16:00:00,10,10
3076,Belfield,Computer Science,B002,Fri Nov 13 17:00:00,3,3
3088,Belfield,Computer Science,B002,Fri Nov 13 18:00:00,2,2
3100,Belfield,Computer Science,B002,Fri Nov 13 19:00:00,1,1
3123,Belfield,Computer Science,B002,Fri Nov 13 21:00:00,0,0
3135,Belfield,Computer Science,B002,Fri Nov 13 22:00:00,0,0
3147,Belfield,Computer Science,B002,Fri Nov 13 23:00:00,0,0
3159,Belfield,Computer Science,B002,Sat Nov 14 00:00:00,0,0
3170,Belfield,Computer Science,B002,Sat Nov 14 01:00:00,0,0
3182,Belfield,Computer Science,B002,Sat Nov 14 02:00:00,0,0
3193,Belfield,Computer Science,B002,Sat Nov 14 03:00:00,0,0
3205,Belfield,Computer Science,B002,Sat Nov 14 04:00:00,0,0
3216,Belfield,Computer Science,B002,Sat Nov 14 05:00:00,0,0
3227,Belfield,Computer Science,B002,Sat Nov 14 06:00:00,0,0
3239,Belfield,Computer Science,B002,Sat Nov 14 07:00:00,0,0
3251,Belfield,Computer Science,B002,Sat Nov 14 08:00:00,0,0
3263,Belfield,Computer Science,B002,Sat Nov 14 09:00:00,0,0
3275,Belfield,Computer Science,B002,Sat Nov 14 10:00:00,0,0
3287,Belfield,Computer Science,B002,Sat Nov 14 11:00:00,0,0
3299,Belfield,Computer Science,B002,Sat Nov 14 12:00:00,0,0
3311,Belfield,Computer Science,B002,Sat Nov 14 13:00:00,0,0
3323,Belfield,Computer Science,B002,Sat Nov 14 14:00:00,0,0
3334,Belfield,Computer Science,B002,Sat Nov 14 15:00:00,0,0
3346,Belfield,Computer Science,B002,Sat Nov 14 16:00:00,0,0
3358,Belfield,Computer Science,B002,Sat Nov 14 17:00:00,0,0
3370,Belfield,Computer Science,B002,Sat Nov 14 18:00:00,0,0
3382,Belfield,Computer Science,B002,Sat Nov 14 19:00:00,0,0
3394,Belfield,Computer Science,B002,Sat Nov 14 20:00:00,0,0
3406,Belfield,Computer Science,B002,Sat Nov 14 21:00:00,0,0
3418,Belfield,Computer Science,B002,Sat Nov 14 22:00:00,0,0
3419,Belfield,Computer Science,B002,Sat Nov 14 22:00:00,0,0
3430,Belfield,Computer Science,B002,Sat Nov 14 23:00:00,0,0
3442,Belfield,Computer Science,B002,Sun Nov 15 00:00:00,0,0
3454,Belfield,Computer Science,B002,Sun Nov 15 01:00:00,0,0
3465,Belfield,Computer Science,B002,Sun Nov 15 02:00:00,0,0
3477,Belfield,Computer Science,B002,Sun Nov 15 03:00:00,0,0
3489,Belfield,Computer Science,B002,Sun Nov 15 04:00:00,0,0
3501,Belfield,Computer Science,B002,Sun Nov 15 05:00:00,0,0
3513,Belfield,Computer Science,B002,Sun Nov 15 06:00:00,0,0
3525,Belfield,Computer Science,B002,Sun Nov 15 07:00:00,0,0
3537,Belfield,Computer Science,B002,Sun Nov 15 08:00:00,0,0
3549,Belfield,Computer Science,B002,Sun Nov 15 09:00:00,0,0
3561,Belfield,Computer Science,B002,Sun Nov 15 10:00:00,0,0
3573,Belfield,Computer Science,B002,Sun Nov 15 11:00:00,0,0
3585,Belfield,Computer Science,B002,Sun Nov 15 12:00:00,1,1
3597,Belfield,Computer Science,B002,Sun Nov 15 13:00:00,0,0
3609,Belfield,Computer Science,B002,Sun Nov 15 14:00:00,0,0
3621,Belfield,Computer Science,B002,Sun Nov 15 15:00:00,0,0
3633,Belfield,Computer Science,B002,Sun Nov 15 16:00:00,0,0
3644,Belfield,Computer Science,B002,Sun Nov 15 17:00:00,0,0
3656,Belfield,Computer Science,B002,Sun Nov 15 18:00:00,0,0
3668,Belfield,Computer Science,B002,Sun Nov 15 19:00:00,0,0
3680,Belfield,Computer Science,B002,Sun Nov 15 20:00:00,0,0
3692,Belfield,Computer Science,B002,Sun Nov 15 21:00:00,0,0
3704,Belfield,Computer Science,B002,Sun Nov 15 22:00:00,0,0
3716,Belfield,Computer Science,B002,Sun Nov 15 23:00:00,0,0
3727,Belfield,Computer Science,B002,Mon Nov 16 00:00:00,0,0
3739,Belfield,Computer Science,B002,Mon Nov 16 01:00:00,0,0
3751,Belfield,Computer Science,B002,Mon Nov 16 02:00:00,0,0
3763,Belfield,Computer Science,B002,Mon Nov 16 03:00:00,0,0
3775,Belfield,Computer Science,B002,Mon Nov 16 04:00:00,0,0
3787,Belfield,Computer Science,B002,Mon Nov 16 05:00:00,0,0
3799,Belfield,Computer Science,B002,Mon Nov 16 06:00:00,1,1
3811,Belfield,Computer Science,B002,Mon Nov 16 07:00:00,0,0
3823,Belfield,Computer Science,B002,Mon Nov 16 08:00:00,1,1
3834,Belfield,Computer Science,B002,Mon Nov 16 09:00:00,6,6
3846,Belfield,Computer Science,B002,Mon Nov 16 10:00:00,18,18
3857,Belfield,Computer Science,B002,Mon Nov 16 11:00:00,5,5
3869,Belfield,Computer Science,B002,Mon Nov 16 12:00:00,14,14
3880,Belfield,Computer Science,B002,Mon Nov 16 13:00:00,33,33
3891,Belfield,Computer Science,B002,Mon Nov 16 14:00:00,13,13
3903,Belfield,Computer Science,B002,Mon Nov 16 15:00:00,9,9
3915,Belfield,Computer Science,B002,Mon Nov 16 16:00:00,57,57
3927,Belfield,Computer Science,B002,Mon Nov 16 17:00:00,20,20
3939,Belfield,Computer Science,B002,Mon Nov 16 18:00:00,6,6
3951,Belfield,Computer Science,B002,Mon Nov 16 19:00:00,0,0
3962,Belfield,Computer Science,B002,Mon Nov 16 20:00:00,0,0
3974,Belfield,Computer Science,B002,Mon Nov 16 21:00:00,0,0
3986,Belfield,Computer Science,B002,Mon Nov 16 22:00:00,0,0
3998,Belfield,Computer Science,B002,Mon Nov 16 23:00:00,0,0
4009,Belfield,Computer Science,B002,Tue Nov 17 00:00:00,0,0
4020,Belfield,Computer Science,B002,Tue Nov 17 01:00:00,0,0
4031,Belfield,Computer Science,B002,Tue Nov 17 02:00:00,0,0
4043,Belfield,Computer Science,B002,Tue Nov 17 03:00:00,0,0
4055,Belfield,Computer Science,B002,Tue Nov 17 04:00:00,0,0
4067,Belfield,Computer Science,B002,Tue Nov 17 05:00:00,0,0
4079,Belfield,Computer Science,B002,Tue Nov 17 06:00:00,1,1
4091,Belfield,Computer Science,B002,Tue Nov 17 07:00:00,0,0
4103,Belfield,Computer Science,B002,Tue Nov 17 08:00:00,0,0
4114,Belfield,Computer Science,B002,Tue Nov 17 09:00:00,0,0
4126,Belfield,Computer Science,B002,Tue Nov 17 10:00:00,18,18
4136,Belfield,Computer Science,B002,Tue Nov 17 11:00:00,17,17
4148,Belfield,Computer Science,B003,Mon Nov 02 21:00:00,0,0
